Open_Text,Perfect_Interview,Compensation_Expectation,Documentation,Inexperienced_Interviewers,Infrastructure,Insufficient_time,Interview_Content,Interview_Process_Drive,Interviewer_Professionalism,Job_Description,Lack_of_Knowledge,Lengthy_Process,Loop_Closure,Online__F2F,Openess_to_Multiple_approach,Problem_Statement,Role_Clarity,Selection_Information,Schedule_Adherance,Timely_Communication,Time_Slot_Flexibility,Recruiter_professionalism,Joining_Date_Flexibility,Application_Process,Sum
Interview should be conducted as walkin rather than hangout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reduce the turn around time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resume hard copy was not made available for the interviewer and they had refer to the same on phone. Although go green is good, a hard copy would have helped is what i feel. This feedback probably in not for the interviewer, but for the people coordinating the process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please have clarity amongst yourself about your expectation form a role before your reach out to the world at large.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't have any feedback points that I can share about interviewer's. Every rounds of interview went good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Process can be fast and less time consuming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be specific on interview schedule.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time management of inteviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A interviewee description should be given to interviewers as same question everytime doesn't seems good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current process is good..pls keep it up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Received this survey before got to know of my rejection.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The interviewers should show openness to candidates with varied experiences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All except for one interviewer were courteous. This specific one seemed underprepared (had not even seen my resume before the interview) and was a bit intimidating. There were a few unnecessary words used during the interview in the name of advice.
It would be good if this, individual himself comes prepared and ensures the candidate has been given enough instructions before coming for the interview rather than advising the candidate to be prepared for the worst.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nothing to change its good process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview rounds can be little less,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the interviewers were to the point and asked only the relevant questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It's all new experience for me .
The interviewers has given me space to tell about myself and they explained me the job profile as well",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They should give chance to people from different domain who have problem solving skills and good IQ instead of directly rejecting others.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The whole interview process took around a month for me , it would be great if could be completed in slight shorter duration.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Request to share the feedback( positive or negative) to the candidate after interview process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The way interviewers supporting with the case facts and going through each question was very structured.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Don't think that required any feedback. As it's running fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The discussions went well with all the interviewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The interview process is very thorough. Only thing is try to maintain the schedule of interviews and any last time changes should be communicated proactively.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better feedback on what went wrong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes or a No update 
With what went wrong would be useful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
process was already good ....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There should be some arrangements for online interview .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please try to call on phone no so that we can know as we are working and not get time for mail checking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interviews was good, i have completed all rounds including HM, but after that HR told me that you are rejected. I dont know why.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proper feedback and logical conclusion needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview could be set up on one single day as it is of 4 exhaustive rounds and would take a lot for a candidate to travel for every other round.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The fact that each round is an elimination round should have been shared before I landed up to the interview. This unnecessarily builds up pressure. Also the panel details should be shared a day or do in advance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The interview process took a lot of time to get scheduled. On the day of interview, two of the four panels were not available. There wasn't enough clarity on the interview re-scheduling and the interview result needed a lot of followup for atleast 2 weeks. 
A better scheduling of interviews on the same day and a smooth interview result time would help.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They are really good and they keep update about the process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It was very good to speak with them and shared knowledge about work and work culture.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not accepted my notice period of 90 days after many request, it is not there in candidates hand and for the same reason I was not able to join . Now I am serving notice period and ready to join within a month. Kindly consider",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It could have been better if I did not have to reach out to HR for the intermediately rounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entire interview process was too lenghthy..It took around 5 months and 6 rounds of interview was taken...It would be better if the selection process is little bit less lenghthy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coding Interview : It's hard to come for a new approach for a problem with a known solution. Most other companies, the interviewers ask if you have seen the question before, and avoid questions where there is little new to figure out..",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feedback could be provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please provide feedback on applicant's application status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set the expectations with candidate.

Make the interview more interactive (poke in a direction which needs to be evaluated). 

Do not eliminate candidates due to presentation in a short format, but focus on the breadth or depth knowledge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete the process with all the rounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make the process shorter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please do share the interview panel feedback with candidate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not giving much time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Should know multiple solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When more than one person is taking the interview, it's easier for the candidate if both interviewers have sync with each other. In one round I felt, questions asked were so different that I had to better understand what exactly is being asked.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reminder on the time remaining during the interview would help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refer to earlier box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He had a clear thought process of scipenof work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"According to me,the interview process and my experience is great.but i feel the processing time is lenghty.i suggest to reduce some time for the process.overally i had a great experience throughout the process.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sometimes the context of the question or situation is not known to the candidate so expecting a pre canned answer maynot yield a good result.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The interviews were structured on what was needed from the role. So the feedback is positive as far as the interviewers are concerned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The one round on Product thinking could have been better. The interviewer picked a product for which months of market research and productisation had been performed and pretty much was condescending about answers that did not match that analysis in the span of few minutes to answer each question.

Ideally it should have been a neutral product that was familiar to both parties that could have been analysed for product thinking.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The HR did not notify me about the rescheduling of the 2nd interview. I was kept waiting for 45 mins. I got a call after a day, saying that it has been rescheduled. The experience can be improved if co-ordination is done better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"During the interview what I came to know is that the position was preferred for 8 year experience , I that case it should be mentioned on the JD . The JD what O have got in that 5+ was mentioned.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make the candidate comfortable by allowing time to settle down. This is possible if the interviewer starts with their introduction (let say in ~4-5 mins),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There are interviewers who interview to select a candidate, then there are those who interview to reject a candidate. Not discrediting the interviewer in a any way, I thought candidates should be given a chance to answer more questions in case they are unable to show comfort with one type.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Its going good as per the experience which I had,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The process already good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Could have been more friendly and patient listener. Seemed like she just had one word for every question she asked and unless you say that word, she wouldn't agree. Disagreed on many points.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Except the last round, all were good. In the last round I feel that the interviewer was much more interested in showing his knowledge rather than understanding my skills and knowledge. That was little bit surprised that he even did not bother to discuss anything else apart from what he already decided to discuss (just one question). Thanks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Too much of back and forth at the recruiter end post selection. That could have been handled better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please ask for demands & changing process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Already had process good no other need.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting arrangement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have spent a lot of my time writing about the above feedback. Hope you take it into consideration.

Please inform the interviewer beforehand. Blocked his time for the interview. So that he/she doesn't take any meetings. Because in these cases interviewer may not have full attention towards the interview.

I understand some time unexpected meetings come. I have taken many interviews in my current organization. Some times I get busy at interview times but I always inform HR that I'm sending another person. I'm in a meeting and can't have my time for the candidate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only have direct managers and above take the interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My all rounds of interviews went very well. But I am not selected. I don’t know what didn’t go well. A feedback would have been appreciated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Respect for time!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interview process raises the bar 
1. Focus on problem solving
2. Dive deep examples",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How can somebody ask "" You have never done clustering and stratified sampling in 4 years of your career"". Even though I had the clarity of thought and the explanation was on point for the above said concepts related to the questions that were asked. It was humiliating.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIME MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Non for now. 
Was taken well care of by the HR team",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It was a nice interaction between us. He explained me all the standard process and work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All process is good but require to fasten the process .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After process completed please please provide mail confirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shorter, on-time start and end",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On time interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don’t come with a preset notion of what the candidate should have done in their careers. People come from different backgrounds and add diversity to your setup because of it. 

Focus more on problem solving abilities and the real-world demonstration of problem solving.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They take a long time to confirm the selection. That should be shortened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The interviewer was soft spoken and very well knowledge senior.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nothing specific , satisfied with entire process , arranged everything very well like car , flight tickets etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please let the applocant know its shortfall if not selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entire process should be revamped.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It was a great experience for me to talk to them all. All of them have mastered their work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The interview-end time and the return flight departure was too close to comfort. Perhaps, be a little more relaxed when booking travel, or extend stay by one day if there's no suitable flight available.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Less rounds of phone interviews and the process could become easy and fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2nd interviewer was not at all a good listener. He received call 2 times in my round, which was okay, but talked on that call very freely in his language, which I didn't find it welcoming.

Interviewer started watching ""ganapati videos"" which was not muted.

He was not a good listener too, I gave home solutions to both questions asked, I was sure of my answer, either he did not get my answer or he did not know that my answer existed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The recruitment should take care of time management.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No improvements as I liked that all rounds are completed on single day which does not happen in other companies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The interview should start on time, exceptional cases might happen in case of unavailability of the interviewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk about company culture a little more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Since it is not clear why the entire role was being looked into, would have liked to have been interviewed after a detailed clarity on the role. However, it's highly appreciated that I was informed in advance about the change of role description that it is being re-looked at.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proper feedback wasnt given,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reason for taking a given decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everything I found in line with the standard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Question were good in nature. Only thing was I was not sure was being tested with those question in ds and algo round. It might be very difficult for a condidate to come up with exact solution in 15 20 min to a tough algo question. So expectation should be set right on why are those question being asked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We can bring more structure to the process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It stretched for two days. It was a surprise to see so many rounds getting organised and the amount of hard work behind.

Th offer was also done fairly faster, in couple of weeks compared to other companies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
At least get the interviews scheduled as per initial agreement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the interview process was very interactive, I feel very comfortable during all rounds.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timely feedback on the previous rounds and further communication on the future rounds will be really appreciated as it has been 2 weeks yet I have not received any communication from the HR.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's a very lengthy process and please share interview date and time before some day.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Process can be shortened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The process seems fine to me so far.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They understood whatever i spoke and asked me questions from that itself even if they were not aware of the topics i spoke on.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"They were good, but all of them were not aligned as first interviewer told me that you can use any language to solve problems and what matters is the result but in the feedback they told me you don't have R experience (as I have worked on python)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It would be nice to hear about each one of you at the start of the round. Few introduced themselves and few didn't.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very politely in all manner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Machine Coding round is good way to check real time problems.Keep it up.

I think DS/algo question would have to be bit tough.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any good company shares feedback as little as it could be. No feedback has been shared so far despite many followups. It's unprofessional.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD of job should be specific.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To keep the candidate posted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The process is very constructive.But it would be better if the hiring person would let the interviewee how many rounds to be done till the offer letter is given.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overall interview process is so finely designed that it is really difficult to suggest for any further improvement.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can decrease by joining process duration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all processed are right so no need tu change.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No it's to good process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More questions should be asked other than the CV.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Understand the question before explaining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rather then expecting a perfect solution in one go, one should focus on the approaches, person is taking to solve the problem. also final decision should be done based on the thinking process not only the solution .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The interview process is going on awsome now so there is no suggetion for that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nothing,the process is already great.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Except for the hiring manager whos expectations I could not meet, all other panel questions were clear on what they are looking for. Please don't ask to show the product which candidates are working on, just ask for explaining it, there will be some intellectual information or personal details which cannot be shared, and judging candidates based on demo of the current working product should be avoided.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communicate some updates proactively if process is taking slightly more time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feedback should be given within 48 hours of the interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good in communication & clarity in discussion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 problem can have multiple solutions I think other solutions should also be given weigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
could avoid interview during lunch break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No feedback received,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Better to take interview as planned and scheduled which is communicated as candidate put lots of effort for the interview by managing his existing work plan..

Also it looks highly unprofessional on not turning up by interviewer for the interview especially when you called the candidate from other city",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine coding round time should be more.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thanks for keeping it conversational, and not like a school exam. At some other companies, I felt like it was a school exam.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Give reason of rejection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People are like minded and excellent in terms of knowledge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview should be given in scheduled time .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having one group discussion with multiple panel members might help speed up a bit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Efficient scheduling, close the process in a day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only one request - Need poc to guide or to solve any queries of candidate post offer acceptance and before joining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The interviewer named Shayantini, was concerned about my career aspirations. She was clear in her expression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rather than having all the rounds in one go, a schedule could be created to give preparation time while keeping in mind the candidate's comfort as well.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"My second was not at all good. Interviewer is not at all understand the optimal solution. I even gave him a explaination using a mathematical equation to prove my point. Then he moved onto next question even without discussing further. Also he asked me to write proper code on Google Doc !!
Third Round went well atleaste from my perspective. I have provided a working code as expected with most of the functionality mentioned in the question. After demoing it to interviewer, she did not even care to ask a single question about my design or code. And I got a negative feedback. 
I asked for a proper feedback as things did not go as I was guessing ... There was no response .
I totally believe that I should be processed for further rounds !!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nothing. There was timely completion of process and I was kept updated about every step.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Need to chose right person at time of interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Even if I wasn't selected, I'd have been happy because the interviews were very enriching",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The process was a bit lengthy . But that was due to the Pandemic. However overall experience was good with a very positive approach and response from the panel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To give interview result quicker. Currently 2 weeks time has been communicated to me for sharing the result of the interview which is quite long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The time limit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experience was great, only suggestion would be to shorten the total turn around time for the process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Since I came from Delhi, if I would have gotten confirmation of interview date early, it would have been better. Or if the candidate is selected, you can reimburse travel expenses.
Apart from this, it was nice.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.R round remaining please complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To good experience with the interviewers and the way they interviewed me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Request interviewers to deeply examine on how good the candidate will perform in the current position in the new organisation and the knowledge he acquire for the opted designation rather judging only based on the previous work experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I would like to have more feedback during the interview process to enable myself for better interaction.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Because this was an employee referral, there wasn't a JD which was shared with me. I would have preferred to have known the JD as well as the role/designation in advance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More structure can be created in the interview process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The coding round interviewer was very informative and explaining everything in detail but keeping that in mind she was not giving me chance to speak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think the present process is working fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I think if company will going to hire anyone please provide a temporary acknowledgement like offer letter or some mail communication through companies domain.. because it's helps to candidate take the decisions easily and he feels he is going with a positive brand ambassador.
Thanks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Process stretched for long time. Next steps should be mentioned clearly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
